user_id,user_name,track_id,track_name,artist_name,popularity,genres
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,3m1dgxg1s9vg5qele7n3if,Burning Sky,Lil Yuvan,80,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,rl4s6ockxw2tql68toosu3,Golden Sky,Lil Divine,13,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,uy9oggipakudgcbl73agji,Lonely Code,MC Darshan Raval,93,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,au7t0bkenh6sny05izc7tf,Lonely Sky,The Divine,94,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,rfikegl5sbk6fcezev3hxt,Secret Rhythm,Lil Divine,58,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ne58t9tpweieic5oqoehs0,Crimson Memories,MC SoulChef,38,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,u6jefy0fu2xe17vyqkob3f,Electric Code,S. Omega Tribe,78,"post-punk, darkwave, cold wave"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,dfn5r4cuk34qglkf063w0e,Golden Rhythm,Lil Molchat Doma,38,
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,1cxi5oe9u0kukzhd5n1tjg,Electric Code,The Omega Tribe,11,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,0vx38oddw95m12u9ae699i,Secret Dreams,DJ Raftaar,84,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,sxo9aeuzk8571qyd73g5m0,Neon Edge,Young TV Girl,80,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,vu128h2qviezzx8fdc6gsb,Secret Memories,MC Darshan Raval,43,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,qzcv58kfwc2ior77nifrhv,Neon Memories,MC Raja Kumari,43,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,6egcuhixu4363hs8tcogs6,Crimson Sky,The SoulChef,94,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,28t2lrhx84occ815ddal6y,Golden Code,DJ Molchat Doma,50,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,r7fu7t952obwiqedhpu09n,Lost Memories,Young TV Girl,81,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,vi7p7na0xnv8c9y71zp0y6,Neon Loop,MC Molchat Doma,69,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,0jgt18e2c8cnehrsojxdui,Midnight Memories,DJ Darshan Raval,12,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,12y7w0dygv2asb5fawtgco,Lonely Sky,The Molchat Doma,14,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,7u1cwerv7d24q7usqkwv0f,Lonely Dreams,S. Yuvan,6,"haryanvi, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,o5ce73wdhtr8yzoendd4bx,Frozen Cross,DJ Ram Sampath,56,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,he42h391wk9i751slw7dc0,Frozen Voices,Lil Raftaar,6,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,t844frullhbqr9hizbmk7j,Midnight Voices,Lil Divine,62,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ib3c34c8csz3vm551gvpjd,Secret Edge,Young TV Girl,10,"trap, cloud rap"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,7v6lnltz8w3uywuapieii4,Golden Loop,DJ Ram Sampath,30,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,zqtizoct8wxxfo1ll1bcvt,Midnight Voices,Young SoulChef,78,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,23xi9y6562ijy4r883p3zu,Frozen Motion,The SoulChef,75,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,j879dnfwp1wex09hhx6lhy,Neon Dreams,MC SoulChef,7,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,i6irprzzj3suueearw01ss,Secret Voices,Lil TV Girl,78,"edm, electronic"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,za4apz7zsxlfph06ql0zle,Neon Memories,Lil Omega Tribe,8,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,9ynfq9qrpbb9smuit9zp1e,Crimson Dreams,Lil TV Girl,17,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,dutt0etqp51tcao5jisczn,Golden Voices,DJ Omega Tribe,52,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,29h43e78s5o5me2fuj2e7r,Crimson Voices,S. Molchat Doma,28,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,43rfdqdxgdotb7ypuli4fm,Burning Rhythm,Lil SoulChef,39,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,m895d9to0k6cetpfmgz3lw,Golden Voices,Lil Molchat Doma,22,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,phvskcxwfnbqs8iymdwxrg,Lost Sky,The Raftaar,0,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,69h15y93g29yhratsghh1o,Frozen Dreams,S. Darshan Raval,2,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ywax1lu9onv42x8a2ato5j,Secret Memories,MC Raja Kumari,60,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,g0nsvbf5g9ucht0mnsx7vp,Crimson Sky,S. Yuvan,32,"trap, cloud rap"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,5mcvuy4bgzh6rpw1b88xm0,Burning Code,Lil Yuvan,35,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,er2hgdeciocewz9m4dgt5a,Neon Voices,DJ SoulChef,63,jazz rap
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,5vdqyan8ttsbv7yk4ygeho,Golden Memories,S. Divine,71,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,m0s0rxkrzxmdzmhu9jl81c,Midnight Code,The Ram Sampath,73,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,yafzh0ybecr1s14ab62ipa,Neon Rhythm,Young TV Girl,73,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,hdmidb4gcfyzzc97qz52r0,Lonely Cross,The Yuvan,38,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,c3c9t26llk6sd1xb72cscu,Crimson Voices,S. Darshan Raval,5,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,wrl26z7bpbrlay7x4pjryj,Neon Loop,The Raja Kumari,18,jazz rap
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,p0lf2ftrtdlrx2mczt6ll8,Secret Cross,The SoulChef,60,"edm, electronic"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,j8afnw4p21l89wh8n5pkzg,Frozen Edge,Lil TV Girl,1,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,mgm8u1znxxv1suiw6c0a16,Secret Sky,DJ Omega Tribe,92,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,3rni29p4ny7u43jrla4cq8,Frozen Dreams,MC Raftaar,82,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ju8eu2s6ubjbr687yes0a2,Electric Sky,Young Divine,23,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,f0xgvv44ky9j0loi952o2m,Secret Loop,Lil Raja Kumari,93,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,hd4sr5284pnzt55q8gw9nl,Secret Sky,MC TV Girl,90,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,bw363spgb927gs59uhhhq5,Burning Memories,S. Yuvan,57,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,jdrvyqc5eqd5x92cvg0iwo,Neon Voices,MC Raftaar,91,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,0izyp6h23bjxfd950byh41,Secret Code,Young TV Girl,24,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,99g9gc5fi7946g909cokdu,Midnight Loop,The Divine,19,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,6542iecw4srexzvgwhdb0k,Electric Motion,MC Yuvan,46,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,7np27az4lycvtr3osqtwzm,Frozen Voices,DJ Yuvan,32,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,s4ai2u3g9b25onwt04hkpp,Midnight Motion,DJ Darshan Raval,72,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,i5m0n1d9q9w53xl6l284dq,Crimson Motion,Young Divine,86,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,eg66c5qga1g5yk7mfzpmy9,Secret Cross,Young Yuvan,62,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,nq1afqyknq790mt6u9n810,Burning Memories,The Yuvan,35,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,iq07bkdgpeadnymtxbtf4p,Burning Edge,S. Omega Tribe,63,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,8jhr7tb0nj72ujq067qf17,Midnight Sky,MC Darshan Raval,12,"haryanvi, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,33c0t18tmavvhnkthb6mng,Secret Dreams,MC Ram Sampath,6,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,9g3fk27exgegkh6mqsf9xu,Burning Motion,Lil Yuvan,95,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,diojmd6pumq8p9esxkqiv6,Burning Motion,DJ Raftaar,28,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,k0j82g9vd41nyr4aakr88n,Midnight Rhythm,Lil Divine,35,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,h0tzvs6ew5zzs9kv77obk0,Neon Code,S. Darshan Raval,30,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ht86hg3jjsgzyh6s32uk13,Secret Loop,Young Molchat Doma,15,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,jfa2jeo0kw3rj5w24spcwr,Lost Motion,MC Darshan Raval,0,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,yw04xh488pljl121c8a9hf,Frozen Dreams,S. TV Girl,65,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,bld854dhcs7qq1blm0lpup,Frozen Loop,DJ Omega Tribe,11,"haryanvi, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,zsnh8qhiflhmfw99zqgd01,Neon Memories,MC Ram Sampath,62,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,vriidk213zibddh1vqksv9,Lonely Dreams,S. Raftaar,16,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,t0m8vmkmrilcnn0yd99bnk,Crimson Code,S. Raftaar,0,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,lqrb499mcnlcgciyln92we,Lost Memories,DJ SoulChef,19,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,lxuz0315gofl4evke3jnd9,Secret Dreams,DJ Ram Sampath,97,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,6ydsq6dng9mkncwhponknm,Neon Voices,Lil Raja Kumari,71,"rock, alternative"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,y1b5vy9gbw4yf1hs0z7005,Frozen Cross,DJ Molchat Doma,56,"haryanvi, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,g90jvna8jm4mrd1o7g0g9t,Lost Motion,DJ Ram Sampath,4,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,2odjxa9acl3e0yrc8yvxhf,Midnight Edge,S. Raftaar,81,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,lx634hnclab3swxcj3lqro,Frozen Motion,The SoulChef,26,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,1axetga0avka5vqh2worp9,Crimson Memories,S. TV Girl,15,jazz rap
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,bsid5jgr7y9jw9ljrhht55,Lonely Code,S. Omega Tribe,20,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,0mwblejxi3bxv1jlz0ngtk,Neon Memories,Young Darshan Raval,90,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,l29spw16b4kjt2lz731rlx,Golden Dreams,S. Darshan Raval,4,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,jcm7conzf9l7r45pwlvnob,Secret Memories,Young TV Girl,4,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ymjtucm2kzep2ixu7dyapi,Electric Voices,Lil Yuvan,31,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,wujas2sowrflc5f0dsntgm,Electric Loop,The Divine,10,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,aq5ursgrcyv0tzwxcobb8x,Golden Voices,Lil Raftaar,74,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,s3l6loyz9oasynxylu7yr7,Burning Sky,Young SoulChef,92,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,wqcwo39yrxlj2wyvizobwk,Lost Dreams,S. SoulChef,85,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,e6m0rebmddawmtr7xtcuw8,Burning Rhythm,The SoulChef,88,"edm, electronic"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,izyzz7zgdaa1vjhnsickcq,Lonely Voices,MC Ram Sampath,33,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,pvtbht0zl451do8ezvuvlb,Lost Edge,DJ Darshan Raval,36,"trap, cloud rap"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,oaqimf0ab0bz9c77jv71yu,Electric Memories,DJ Ram Sampath,23,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,js043p83xeskyrwaw6ewfn,Frozen Edge,Lil TV Girl,51,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,t1hw5kpznuimgzlvwk66sx,Midnight Memories,S. TV Girl,12,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,f39y8tga1tsduu8al00d9q,Crimson Motion,MC Yuvan,29,"hip hop, desi hip hop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,f6mtl942fl95dv7sl3ks0t,Lost Edge,DJ SoulChef,61,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,v3q63jd86e0faxjlr17ay5,Midnight Loop,Young Yuvan,7,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,7ntj1vv2i0g5wuu0dvwjtx,Frozen Dreams,DJ Omega Tribe,3,"hip hop, desi hip hop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,euibidi5u4wx982h03hl1n,Golden Voices,Lil Ram Sampath,18,"hip hop, desi hip hop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,wphsel9osuebc6mlrgd2bj,Secret Sky,S. Darshan Raval,65,jazz rap
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,euqwsvjd93c3fpnyiri9h4,Electric Voices,The Molchat Doma,48,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,wkkpmsqznuqwvz3xq5xm5c,Golden Sky,DJ TV Girl,20,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,bfx3vtbobwqj1cddile14v,Frozen Voices,Young TV Girl,33,
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,jyrq6e8bdqp3b2qg6t8rjg,Secret Loop,MC Divine,79,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,rstc6tknnphhlxwjokbxxa,Secret Sky,DJ Divine,91,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,memhr2ufc5qbx2y2fhw87q,Electric Sky,Young Yuvan,37,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,3gu1whwff2hbpt335pusol,Lonely Code,Young Raftaar,24,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,c3efg2ylsut0rie29lnbik,Midnight Dreams,The Raftaar,43,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,pm5tsqbu35emw2j8kp0et1,Electric Voices,Lil Divine,84,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,enz7mh5rhrrru6w69gn0at,Lost Rhythm,Lil Molchat Doma,96,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,kj87cropf9njw41bcawqql,Midnight Cross,Lil Divine,6,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,8xqpoehh69kf2t44phldeb,Lonely Code,Young Raftaar,96,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,foxu7omvt9tx6ou1y4qyxt,Crimson Voices,Young Darshan Raval,75,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,l72fmywi5d4n4egpfm6vfk,Lonely Voices,The Darshan Raval,60,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,covgm2ufzxsylw6j31ds1e,Electric Cross,DJ Ram Sampath,0,
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,v95b9o7knclae126mq8ug8,Crimson Code,DJ Darshan Raval,48,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,tp74xsg56f605h2clphptr,Crimson Rhythm,The Raja Kumari,24,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,z02dm8vrtzq2g13micvj7p,Electric Code,DJ Divine,96,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,mmzg5td8resegt1dkw0iim,Golden Rhythm,Young Raja Kumari,88,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,hyrh0cutisn9ynbg3ly4fj,Electric Cross,Young Molchat Doma,44,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,343939tqsa9f3d4ghyizvd,Secret Edge,Lil Yuvan,63,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,2es010rjhoqhivyimbdqrz,Burning Rhythm,The Omega Tribe,22,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,n2xnqzngv2t6mdc63odvw2,Secret Sky,MC SoulChef,94,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,uy0om6khgvfr45sq1bmtg5,Secret Cross,DJ Divine,26,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,46prvgwnp8brr6uqhl0dj9,Electric Memories,MC Molchat Doma,69,"edm, electronic"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,uyk20l0bw8dhz78thmm3wj,Neon Sky,S. Raja Kumari,35,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,mgfaonr2c6lnfjg2l1p5e2,Lonely Voices,MC Omega Tribe,91,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,7u4946b3f4qux4evhwldm5,Crimson Edge,S. Raftaar,50,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,sytyn2jhp7ch4ibr1kb304,Lost Memories,Lil Molchat Doma,10,"post-punk, darkwave, cold wave"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,7jjp5fd506kmapmikaegex,Lost Code,DJ TV Girl,83,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,uxu2llbsd6221xs5x191di,Frozen Loop,Young Divine,69,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,zekvk3zzrmuqaaanzfpr69,Lost Voices,The Divine,58,"trap, cloud rap"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,a1o77rfn85s2n82l2us0i2,Frozen Code,Young Divine,98,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,37bh6ysqntn6nn81esa6dw,Electric Memories,MC Yuvan,26,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,y90gxlfiyqti0w7chiltu6,Secret Code,Young Divine,14,"tamil, kollywood, tamil dance"
